"Código Régimen","Código Departamento","Código Localidad","Padrón","Block/Manzana","EP/SS","Unidad","Área predio","Área edificada","Valor catastral terreno","Valor catastral mejoras","Valor catastral total","Valor para impuestos","Fecha última DJCU","Vigencia última DJCU"
"PH","B","EH",344,"","",2,1318,81,0,0,2102455,2102455,"19/07/2016","19/07/2026"
"PH","B","EH",344,"","",3,1318,81,0,0,2126735,2126735,"19/07/2016","19/07/2026"
"PH","B","EH",344,"","",4,1318,80,0,0,2138666,2138666,"19/07/2016","19/07/2026"
"PH","B","EH",344,"","",101,1318,66,0,0,1848778,1848778,"19/07/2016","19/07/2026"
"PH","B","EH",344,"","",102,1318,67,0,0,1893218,1893218,"19/07/2016","19/07/2026"
"PH","B","EH",344,"","",103,1318,66,0,0,1852068,1852068,"19/07/2016","19/07/2026"
"PH","B","EH",344,"","",104,1318,66,0,0,1882522,1882522,"19/07/2016","19/07/2026"
"PH","B","EH",344,"","SS",101,1318,52,0,0,1149674,1149674,"19/07/2016","19/07/2026"
"PH","B","EH",344,"","SS",102,1318,52,0,0,1152349,1152349,"19/07/2016","19/07/2026"
"PH","B","EH",344,"","SS",103,1318,52,0,0,1152967,1152967,"19/07/2016","19/07/2026"
"PH","B","EH",344,"","SS",104,1318,53,0,0,1181563,1181563,"19/07/2016","19/07/2026"
"PH","B","EH",354,"","",1,1001,62,0,0,2125472,2125472,"24/05/2004","24/05/2014"
"PH","B","EH",354,"","",2,1001,62,0,0,2125472,2125472,"/  /","/  /"
"PH","B","EH",354,"","",3,1001,62,0,0,2125472,2125472,"/  /","/  /"
"PH","B","EH",354,"","",4,1001,62,0,0,2125472,2125472,"/  /","/  /"
"PH","B","EH",354,"","",101,1001,62,0,0,2125472,2125472,"/  /","/  /"
"PH","B","EH",354,"","",102,1001,62,0,0,2125472,2125472,"29/04/2004","29/04/2014"
"PH","B","EH",354,"","",103,1001,62,0,0,2125472,2125472,"/  /","/  /"
"PH","B","EH",354,"","",104,1001,62,0,0,2125472,2125472,"01/06/2010","01/06/2020"
"PH","B","EH",356,"","",1,800,72,0,0,2015358,2015358,"27/07/2015","27/07/2025"
"PH","B","EH",356,"","",2,800,74,0,0,2056134,2056134,"27/07/2015","27/07/2025"
"PH","B","EH",356,"","",3,800,73,0,0,2049011,2049011,"27/07/2015","27/07/2025"
"PH","B","EH",356,"","",4,800,72,0,0,2021423,2021423,"27/07/2015","27/07/2025"
"PH","B","EH",356,"","",101,800,63,0,0,1751466,1751466,"27/07/2015","27/07/2025"
"PH","B","EH",356,"","",102,800,63,0,0,1766170,1766170,"27/07/2015","27/07/2025"
"PH","B","EH",356,"","",103,800,63,0,0,1758895,1758895,"27/07/2015","27/07/2025"
"PH","B","EH",356,"","",104,800,62,0,0,1739188,1739188,"27/07/2015","27/07/2025"
"PH","B","EH",358,"","",1,1600,93,0,0,4059848,4059848,"/  /","/  /"
"PH","B","EH",358,"","",2,1600,62,0,0,2729458,2729458,"09/10/2020","09/10/2030"
"PH","B","EH",358,"","",3,1600,63,0,0,2764015,2764015,"/  /","/  /"
"PH","B","EH",358,"","",4,1600,93,0,0,4052530,4052530,"/  /","/  /"
"PH","B","EH",358,"","",5,1600,62,0,0,2690037,2690037,"11/07/2022","11/07/2032"
"PH","B","EH",358,"","",6,1600,92,0,0,4000499,4000499,"/  /","/  /"
"PH","B","EH",358,"","",101,1600,94,0,0,4104148,4104148,"06/12/2022","06/12/2032"
"PH","B","EH",358,"","",102,1600,62,0,0,2716048,2716048,"22/06/2005","22/06/2015"
"PH","B","EH",358,"","",103,1600,63,0,0,2746126,2746126,"26/04/2023","26/04/2033"
"PH","B","EH",358,"","",104,1600,92,0,0,4042365,4042365,"/  /","/  /"
"PH","B","EH",358,"","",105,1600,63,0,0,2751409,2751409,"/  /","/  /"
"PH","B","EH",358,"","",106,1600,91,0,0,3990742,3990742,"21/04/2006","21/04/2016"
"PH","B","EH",360,"","",1,3400,110,0,0,1951768,1951768,"09/11/2021","09/11/2031"
"PH","B","EH",360,"","",2,3400,108,0,0,1903857,1903857,"19/06/2021","19/06/2031"
"PH","B","EH",360,"","",3,3400,110,0,0,1949564,1949564,"01/11/2010","01/11/2020"
"PH","B","EH",360,"","",4,3400,107,0,0,1899450,1899450,"01/11/2010","01/11/2020"
"PH","B","EH",360,"","",5,3400,120,0,0,2177571,2177571,"01/11/2010","01/11/2020"
"PH","B","EH",360,"","",6,3400,123,0,0,2225484,2225484,"01/11/2010","01/11/2020"
"PH","B","EH",360,"","",7,3400,108,0,0,1908813,1908813,"01/11/2010","01/11/2020"
"PH","B","EH",360,"","",8,3400,110,0,0,1951768,1951768,"01/11/2010","01/11/2020"
"PH","B","EH",360,"","",9,3400,107,0,0,1904408,1904408,"01/11/2010","01/11/2020"
"PH","B","EH",360,"","",10,3400,110,0,0,1951221,1951221,"21/02/2024","21/02/2034"
"PH","B","EH",360,"","",101,3400,110,0,0,2099362,2022150,"07/02/2023","07/02/2033"
"PH","B","EH",360,"","",102,3400,108,0,0,2058061,1869162,"01/11/2010","01/11/2020"
"PH","B","EH",360,"","",103,3400,110,0,0,2095512,1843609,"01/11/2010","01/11/2020"
"PH","B","EH",360,"","",104,3400,107,0,0,2047593,1812325,"27/10/2023","27/10/2033"
"PH","B","EH",360,"","",105,3400,120,0,0,2381333,2129432,"01/11/2010","01/11/2020"
"PH","B","EH",360,"","",106,3400,123,0,0,2438058,2203670,"01/11/2010","01/11/2020"
"PH","B","EH",360,"","",107,3400,108,0,0,2054755,2054755,"01/11/2010","01/11/2020"
"PH","B","EH",360,"","",108,3400,110,0,0,2100465,2056187,"01/11/2010","01/11/2020"
"PH","B","EH",360,"","",109,3400,107,0,0,2049801,1791950,"01/11/2010","01/11/2020"
"PH","B","EH",360,"","SS",101,3400,101,0,0,1713302,1713302,"01/11/2010","01/11/2020"
"PH","B","EH",360,"","SS",102,3400,66,0,0,1113567,1113567,"01/11/2010","01/11/2020"
"PH","B","EH",360,"","SS",103,3400,49,0,0,835996,835996,"01/11/2010","01/11/2020"
"PH","B","EH",360,"","SS",104,3400,51,0,0,871250,871250,"01/11/2010","01/11/2020"
"PH","B","EH",360,"","SS",105,3400,66,0,0,1121827,1121827,"01/11/2010","01/11/2020"
"PH","B","EH",360,"","SS",106,3400,74,0,0,1266117,1266117,"01/11/2010","01/11/2020"
"PH","B","EH",360,"","SS",108,3400,218,0,0,1879073,1879073,"30/05/2023","30/05/2033"
"PH","B","EH",360,"","SS",109,3400,45,0,0,760551,760551,"01/11/2010","01/11/2020"
"PH","B","EH",360,"","SS",110,3400,99,0,0,1683566,1683566,"01/11/2010","01/11/2020"
"PH","B","EH",366,"","",1,1000,30,0,0,907906,907906,"/  /","/  /"
"PH","B","EH",366,"","",2,1000,42,0,0,1298355,1298355,"/  /","/  /"
"PH","B","EH",366,"","",3,1000,46,0,0,1486523,1486523,"/  /","/  /"
"PH","B","EH",366,"","",4,1000,30,0,0,783695,783695,"/  /","/  /"
"PH","B","EH",366,"","",5,1000,42,0,0,1085539,1085539,"/  /","/  /"
"PH","B","EH",366,"","",6,1000,30,0,0,794536,794536,"16/02/2023","16/02/2033"
"PH","B","EH",366,"","",7,1000,42,0,0,1083835,1083835,"/  /","/  /"
"PH","B","EH",366,"","",101,1000,72,0,0,2212595,2212595,"08/05/2013","08/05/2023"
"PH","B","EH",366,"","",102,1000,72,0,0,2217563,2217563,"04/06/2015","04/06/2025"
"PH","B","EH",366,"","",103,1000,73,0,0,1901602,1901602,"08/09/2023","08/09/2033"
"PH","B","EH",366,"","",104,1000,30,0,0,734126,734126,"/  /","/  /"
"PH","B","EH",366,"","",105,1000,42,0,0,981623,981623,"17/04/2015","17/04/2025"
"PH","B","EH",368,"","",1,800,58,0,0,1661547,1661547,"/  /","/  /"
"PH","B","EH",368,"","",2,800,65,0,0,1201828,1201828,"/  /","/  /"
"PH","B","EH",368,"","",3,800,65,0,0,1004807,1004807,"23/03/2022","23/03/2032"
"PH","B","EH",368,"","",4,800,45,0,0,689575,689575,"/  /","/  /"
"PH","B","EH",368,"","",5,800,45,0,0,689575,689575,"27/02/2023","27/02/2033"
"PH","B","EH",368,"","",6,800,67,0,0,1320034,1320034,"/  /","/  /"
"PH","B","EH",370,"","",1,760,332,0,0,7235781,7235781,"19/02/2024","19/02/2034"
"PH","B","EH",370,"","",2,760,349,0,0,7580105,7580105,"21/05/2010","21/05/2020"
"PH","B","EH",372,"","",1,1950,71,0,0,1867666,1867666,"14/06/2018","14/06/2028"
"PH","B","EH",372,"","",2,1950,51,0,0,1325762,1325762,"14/06/2018","14/06/2028"
"PH","B","EH",372,"","",3,1950,50,0,0,1330388,1330388,"14/06/2018","14/06/2028"
"PH","B","EH",372,"","",4,1950,88,0,0,2755777,2755777,"14/06/2018","14/06/2028"
"PH","B","EH",372,"","",5,1950,84,0,0,2860386,2860386,"14/06/2018","14/06/2028"
"PH","B","EH",372,"","",6,1950,85,0,0,2887071,2887071,"14/06/2018","14/06/2028"
"PH","B","EH",372,"","",7,1950,87,0,0,2730515,2730515,"14/06/2018","14/06/2028"
"PH","B","EH",372,"","",8,1950,50,0,0,1328253,1328253,"14/06/2018","14/06/2028"
"PH","B","EH",372,"","",9,1950,51,0,0,1335726,1335726,"14/06/2018","14/06/2028"
"PH","B","EH",372,"","",10,1950,70,0,0,1832084,1832084,"14/06/2018","14/06/2028"
"PH","B","EH",372,"","",101,1950,53,0,0,1493705,1493705,"14/06/2018","14/06/2028"
"PH","B","EH",372,"","",102,1950,61,0,0,1791877,1791877,"14/06/2018","14/06/2028"
"PH","B","EH",372,"","",103,1950,63,0,0,2066211,2066211,"14/06/2018","14/06/2028"
"PH","B","EH",372,"","",104,1950,69,0,0,2315280,2315280,"14/06/2018","14/06/2028"
"PH","B","EH",372,"","",105,1950,69,0,0,2317771,2317771,"14/06/2018","14/06/2028"
"PH","B","EH",372,"","",106,1950,64,0,0,2097167,2097167,"14/06/2018","14/06/2028"
"PH","B","EH",372,"","",107,1950,61,0,0,1788320,1788320,"14/06/2018","14/06/2028"
"PH","B","EH",372,"","",108,1950,51,0,0,1457411,1457411,"14/06/2018","14/06/2028"
"PH","B","EH",382,"","",1,1000,56,0,0,1323051,1323051,"02/09/2004","02/09/2014"
"PH","B","EH",382,"","",2,1000,56,0,0,1065848,1065848,"02/09/2004","02/09/2014"
"PH","B","EH",382,"","",3,1000,55,0,0,1062745,1062745,"02/09/2004","02/09/2014"
"PH","B","EH",382,"","",4,1000,56,0,0,1065596,1065596,"02/09/2004","02/09/2014"
"PH","B","EH",382,"","",5,1000,56,0,0,1067465,1067465,"20/02/2020","20/02/2030"
"PH","B","EH",382,"","",6,1000,56,0,0,1121294,1121294,"02/08/2016","02/08/2026"
"PH","B","EH",382,"","",101,1000,44,0,0,1066837,1066837,"02/09/2004","02/09/2014"
"PH","B","EH",382,"","",102,1000,44,0,0,933456,933456,"18/05/2018","18/05/2028"
"PH","B","EH",382,"","",103,1000,44,0,0,930222,930222,"02/09/2004","02/09/2014"
"PH","B","EH",382,"","",104,1000,44,0,0,930094,930094,"02/09/2004","02/09/2014"
"PH","B","EH",382,"","",105,1000,44,0,0,937674,937674,"02/09/2004","02/09/2014"
"PH","B","EH",382,"","",106,1000,44,0,0,926861,926861,"24/11/2015","24/11/2025"
"PH","B","EH",385,"","",1,800,51,0,0,994940,994940,"/  /","/  /"
"PH","B","EH",385,"","",2,800,51,0,0,994940,994940,"/  /","/  /"
"PH","B","EH",385,"","",3,800,50,0,0,1006641,1006641,"21/03/2005","21/03/2015"
"PH","B","EH",385,"","",4,800,53,0,0,1030048,1030048,"03/01/2023","03/01/2033"
"PH","B","EH",385,"","",5,800,54,0,0,1030048,1030048,"/  /","/  /"
"PH","B","EH",385,"","",6,800,58,0,0,1322689,1322689,"/  /","/  /"
"PH","B","EH",385,"","",101,800,74,0,0,1439732,1439732,"27/02/2008","27/02/2018"
"PH","B","EH",385,"","",102,800,58,0,0,1135399,1135399,"05/09/2017","05/09/2027"
"PH","B","EH",385,"","",103,800,74,0,0,1428029,1428029,"/  /","/  /"
"PH","B","EH",385,"","",104,800,68,0,0,1322677,1322677,"13/03/2012","13/03/2022"
"PH","B","EH",764,"","",1,600,66,0,0,756361,756361,"19/05/2005","19/05/2015"
"PH","B","EH",764,"","",2,600,66,0,0,719348,719348,"19/05/2005","19/05/2015"
"PH","B","EH",1096,"","",1,634,65,0,0,430551,430551,"/  /","/  /"
"PH","B","EH",1096,"","",2,634,55,0,0,462711,462711,"/  /","/  /"
"PH","B","EH",1245,"","",1,1320,113,0,0,2922355,2922355,"05/08/2004","05/08/2014"
"PH","B","EH",1245,"","",2,1320,89,0,0,2131146,2131146,"/  /","/  /"
"PH","B","EH",1245,"","",4,1320,95,0,0,2246001,2246001,"/  /","/  /"
"PH","B","EH",1245,"","",5,1320,116,0,0,2718168,2718168,"/  /","/  /"
"PH","B","EH",2469,"","",1,480,109,0,0,2378716,2378716,"/  /","/  /"
"PH","B","EH",2469,"","",2,480,121,0,0,2515763,2515763,"/  /","/  /"
"PH","B","EH",2476,"","",1,559,102,0,0,2797045,2797045,"/  /","/  /"
"PH","B","EH",2476,"","",2,559,66,0,0,1561983,1561983,"/  /","/  /"
"PH","B","EH",2476,"","",3,559,67,0,0,1561983,1561983,"/  /","/  /"
"PH","B","EH",2476,"","",4,559,68,0,0,1571069,1571069,"/  /","/  /"
"PH","B","EH",2476,"","",5,559,66,0,0,1589232,1589232,"/  /","/  /"
"PH","B","EH",2480,"","",2,413,51,0,0,947664,947664,"/  /","/  /"
"PH","B","EH",11983,"","",1,346,58,0,0,762366,762366,"/  /","/  /"
"PH","B","EH",11983,"","",2,346,71,0,0,929523,929523,"/  /","/  /"
"PH","B","EH",11983,"","",101,346,57,0,0,741989,741989,"/  /","/  /"
"PH","B","EH",11983,"","",102,346,58,0,0,762366,762366,"/  /","/  /"
"PH","B","EH",11983,"","",103,346,67,0,0,880599,880599,"/  /","/  /"
"PH","B","EH",14992,"","",1,504,61,0,0,616266,616266,"31/01/2022","31/01/2032"
"PH","B","EH",14992,"","",2,504,68,0,0,711322,711322,"31/01/2022","31/01/2032"
"PH","B","EH",16174,"","",1,681,57,0,0,1199342,1199342,"/  /","/  /"
"PH","B","EH",16174,"","",2,681,57,0,0,1178600,1178600,"/  /","/  /"
"PH","B","EH",16174,"","",3,681,57,0,0,1174717,1174717,"/  /","/  /"
"PH","B","EH",16174,"","",4,681,57,0,0,1175419,1175419,"24/03/2004","24/03/2014"
"PH","B","EH",16174,"","",5,681,57,0,0,1173090,1173090,"/  /","/  /"
"PH","B","EH",16174,"","",6,681,56,0,0,1155872,1155872,"/  /","/  /"
"PH","B","EH",16405,"","",1,2383,119,0,0,2223736,2223736,"12/03/2019","12/03/2029"
"PH","B","EH",16405,"","",2,2383,48,0,0,692909,692909,"18/04/2016","18/04/2026"
"PH","B","EH",16405,"","",3,2383,123,0,0,1804210,1804210,"18/04/2016","18/04/2026"
"PH","B","EH",16405,"","",4,2383,131,0,0,2157753,2157753,"18/04/2016","18/04/2026"
"PH","B","EH",16405,"","",5,2383,76,0,0,1328910,1328910,"18/04/2016","18/04/2026"
"PH","B","EH",16405,"","",6,2383,91,0,0,1355946,1355946,"18/04/2016","18/04/2026"
"PH","B","EH",16405,"","",7,2383,122,0,0,2058686,2058686,"18/04/2016","18/04/2026"
"PH","B","EH",16405,"","",101,2383,57,0,0,1164805,1164805,"18/04/2016","18/04/2026"
"PH","B","EH",16405,"","",102,2383,191,0,0,2946706,2946706,"18/04/2016","18/04/2026"
"PH","B","EH",16405,"","",103,2383,198,0,0,3172443,3172443,"18/04/2016","18/04/2026"
"PH","B","EH",16434,"","",1,306,92,0,0,1117941,1117941,"05/04/2019","05/04/2029"
"PH","B","EH",16434,"","",2,306,82,0,0,1015534,1015534,"05/04/2019","05/04/2029"
"PH","B","EH",16451,"","",1,9499,110,0,0,2930305,2930305,"01/03/2018","01/03/2028"
"PH","B","EH",16451,"","",2,9499,183,0,0,4883736,4883736,"01/03/2018","01/03/2028"
"PH","B","EH",16451,"","",3,9499,112,0,0,2957850,2957850,"01/03/2018","01/03/2028"
"PH","B","EH",16451,"","",4,9499,129,0,0,3299276,3299276,"01/03/2018","01/03/2028"
"PH","B","EH",16451,"","",5,9499,110,0,0,2939275,2939275,"01/03/2018","01/03/2028"
"PH","B","EH",16451,"","",6,9499,161,0,0,4077574,4077574,"01/03/2018","01/03/2028"
"PH","B","EH",16451,"","",7,9499,147,0,0,3665366,3665366,"01/03/2018","01/03/2028"
"PH","B","EH",16451,"","",8,9499,110,0,0,2914291,2914291,"01/03/2018","01/03/2028"
"PH","B","EH",16451,"","",9,9499,176,0,0,4361027,4361027,"01/03/2018","01/03/2028"
"PH","B","EH",16469,"","",1,1359,174,0,0,3342053,3342053,"05/02/2007","05/02/2017"
"PH","B","EH",16469,"","",2,1359,171,0,0,3292169,3292169,"05/02/2007","05/02/2017"
"PH","B","EH",16469,"","",3,1359,172,0,0,3342053,3342053,"05/02/2007","05/02/2017"
"PH","B","EH",16469,"","",4,1359,170,0,0,3308792,3308792,"05/02/2007","05/02/2017"
"PH","B","EH",16469,"","",5,1359,173,0,0,3342053,3342053,"05/02/2007","05/02/2017"
"PH","B","EH",16814,"A","",1,387761,395,0,0,11021345,11021345,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"A","",2,387761,562,0,0,17189230,17189230,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"A","",3,387761,291,0,0,10029323,10029323,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"A","",4,387761,421,0,0,12840875,12840875,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"A","",5,387761,488,0,0,16453483,16453483,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"A","",7,387761,231,0,0,7603836,7603836,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"A","",9,387761,270,0,0,7530260,7530260,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"B","",1,387761,441,0,0,14560238,14560238,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"B","",2,387761,198,0,0,7024876,7024876,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"B","",5,387761,389,0,0,12530905,12530905,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"B","",6,387761,404,0,0,12184411,12184411,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"B","",7,387761,317,0,0,10762282,10762282,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"B","",9,387761,315,0,0,10049954,10049954,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"B","",10,387761,344,0,0,11346776,11346776,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"B","",14,387761,219,0,0,5640588,5640588,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"C","",3,387761,219,0,0,11627272,11627272,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"C","",4,387761,212,0,0,11676308,11676308,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"C","",5,387761,233,0,0,13213997,13213997,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"C","",6,387761,349,0,0,16781861,16781861,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"D","",1,387761,272,0,0,9952537,9952537,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"D","",2,387761,239,0,0,11572179,11572179,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"D","",3,387761,212,0,0,16174501,16174501,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"D","",4,387761,323,0,0,13639845,13639845,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"D","",5,387761,188,0,0,7923390,7923390,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"E","",2,387761,226,0,0,10266120,10266120,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"E","",4,387761,278,0,0,12208677,12208677,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"E","",8,387761,200,0,0,12258820,12258820,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"E","",9,387761,280,0,0,12025806,12025806,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"E","",13,387761,141,0,0,6655310,6655310,"23/09/2022","23/09/2032"
"PH","B","EH",16814,"E","",14,387761,125,0,0,5575785,5575785,"03/11/2023","03/11/2033"
"PH","B","EH",16814,"F","",2,387761,235,0,0,8375548,8375548,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"F","",3,387761,307,0,0,10443493,10443493,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"F","",4,387761,310,0,0,9368013,9368013,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"F","",5,387761,217,0,0,8591236,8591236,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"F","",6,387761,228,0,0,8299204,8299204,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"F","",7,387761,150,0,0,6086726,6086726,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"F","",9,387761,305,0,0,10154424,10154424,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"F","",11,387761,305,0,0,12801246,12801246,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"G","",1,387761,308,0,0,11913767,11913767,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"G","",2,387761,188,0,0,6287622,6287622,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"G","",4,387761,438,0,0,18975514,18975514,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"G","",5,387761,241,0,0,8906799,8906799,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"G","",6,387761,254,0,0,8126896,8126896,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"G","",10,387761,156,0,0,5130039,5130039,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"G","",12,387761,370,0,0,12872761,12872761,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"H","",2,387761,212,0,0,8406466,8406466,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"H","",3,387761,193,0,0,7878500,7878500,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"H","",6,387761,221,0,0,8731214,8731214,"25/01/2023","25/01/2033"
"PH","B","EH",16814,"H","",8,387761,205,0,0,10802808,10802808,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"H","",9,387761,220,0,0,9005400,9005400,"06/02/2020","06/02/2030"
"PH","B","EH",16814,"H","",10,387761,323,0,0,13570500,13570500,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"H","",13,387761,293,0,0,11514307,11514307,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"I","",2,387761,279,0,0,11068828,11068828,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"I","",3,387761,254,0,0,8477497,8477497,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"I","",4,387761,141,0,0,5083844,5083844,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"I","",5,387761,509,0,0,18595778,18595778,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"I","",10,387761,347,0,0,12399889,12399889,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"I","",13,387761,221,0,0,8032394,8032394,"19/02/2024","19/02/2034"
"PH","B","EH",16814,"I","",14,387761,299,0,0,10028312,10028312,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"I","",15,387761,196,0,0,8088872,8088872,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"J","",1,387761,211,0,0,10081031,10081031,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"J","",2,387761,224,0,0,9107577,9107577,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"J","",3,387761,171,0,0,5964474,5964474,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"J","",4,387761,221,0,0,6872339,6872339,"08/11/2022","08/11/2032"
"PH","B","EH",16814,"J","",6,387761,297,0,0,12256180,12256180,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"J","",7,387761,202,0,0,8741845,8741845,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"J","",8,387761,221,0,0,7299864,7299864,"20/07/2020","20/07/2030"
"PH","B","EH",16814,"J","",9,387761,183,0,0,6677607,6677607,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"J","",10,387761,315,0,0,12502754,12502754,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"J","",12,387761,320,0,0,15841099,15841099,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"J","",14,387761,282,0,0,10489846,10489846,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"K","",1,387761,257,0,0,10664839,10664839,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"K","",2,387761,254,0,0,8329737,8329737,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"K","",3,387761,176,0,0,6179199,6179199,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"K","",4,387761,230,0,0,7208327,7208327,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"K","",5,387761,237,0,0,7574502,7574502,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"K","",6,387761,257,0,0,8771951,8771951,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"K","",7,387761,220,0,0,8046248,8046248,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"K","",9,387761,196,0,0,6991279,6991279,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"K","",10,387761,283,0,0,10059469,10059469,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"L","",1,387761,221,0,0,7299864,7299864,"05/11/2020","05/11/2030"
"PH","B","EH",16814,"L","",2,387761,221,0,0,3705459,3705459,"27/01/2020","27/01/2030"
"PH","B","EH",16814,"L","",3,387761,225,0,0,9597183,9597183,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"L","",4,387761,219,0,0,7897441,7897441,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"L","",5,387761,375,0,0,15163006,15163006,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"L","",6,387761,375,0,0,13353077,13353077,"19/12/2019","19/12/2029"
"PH","B","EH",16814,"L","",7,387761,217,0,0,8017832,8017832,"19/12/2019","19/12/2029"
